ASV	s.Ambulatory treatment	s.Hospitalized	index	stat	p.value	Domain	Phylum	Class	Order	Family	Genus	Species
29c2f2a2d675c3b8b8020f98c51fb199	1	0	1	0.3244428422615251	0.005	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Roseomonas	s__Roseomonas_gilardii
0f4e7b44c7011e872f619f228ca9e2a2	1	0	1	0.3073444719622389	0.005	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium-Methylorubrum	NA
3f78752e80eccc1b4057796cb393183a	1	0	1	0.22941573387056177	0.01	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium-Methylorubrum	NA
7e2b52febc39754c8fe57dcf302e0836	1	0	1	0.22941573387056177	0.005	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium-Methylorubrum	NA
3b9661ec05a0d39f856055c18e69472d	1	0	1	0.27144835701531844	0.015	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium-Methylorubrum	NA
a4ad18403a128be008e218a4fdb8d86c	1	0	1	0.29019050004400465	0.005	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Ancylobacter	NA
508fc7bf591fce0e0f6b5f3aefcdf88d	1	0	1	0.38388594797495723	0.005	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	NA
3306530cff714eba29194d0160c11b36	1	0	1	0.7056615986298697	0.005	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	NA
6c5f6581512a6c07d396039b8fbcf2c3	1	0	1	0.4230217115244236	0.005	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Caulobacter	NA
0d8000fb8c255e7cded7b66910a29658	1	0	1	0.22922288285222361	0.01	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	s__Paracoccus_yeei
0c114814aaa497b5019930191e4aa655	1	0	1	0.26644832623561304	0.015	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	NA
0dca9e7add05713c0787a2533c7315cd	1	0	1	0.22941573387056177	0.015	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	NA
9de0ac1e60da245ce0fdd114affa7827	1	0	1	0.7112312182386655	0.005	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Phyllobacterium	NA
b60c949d6543bd9852f4571b25ff37af	1	0	1	0.6697723830532162	0.005	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	NA	NA
ff355979e431837f6a97ede6aeac3dc5	1	0	1	0.6790856140028281	0.005	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ochrobactrum	NA
3f86832b68f93f2f03d6f7b04d7e2cbc	1	0	1	0.27144835701531844	0.005	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
5ae4339a42f764e3cdab0fe6e571879c	1	0	1	0.35540932665545544	0.005	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
56bbc28ce18714a41e11a876e347d001	1	0	1	0.3595743336959098	0.005	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Pseudochrobactrum	s__uncultured_bacterium
d21a1571647c3403dc024eac860193a4	1	0	1	0.3129711257842646	0.005	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
720413e6c0de5d8856b252f052ea357a	1	0	1	0.4050048981616521	0.005	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas_faeni
0c9c8c485fe4da96a08ffcd50c173851	1	0	1	0.2573887381929128	0.01	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	NA
69e92689280f70ed946cd8c1c3721a02	1	0	1	0.3244428422615251	0.005	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	NA
7b4707930967d2ae785e20fd1be4a0a7	1	0	1	0.29529021412772355	0.02	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	NA
af11e207bb849106d87dd9e520da550d	1	0	1	0.27144835701531844	0.005	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	NA
6166be773f6b7dfde259fde979c43329	1	0	1	0.36992175559590695	0.005	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium_yanoikuyae
86751a1039163a2cb760b387c86a2ef7	1	0	1	0.22941573387056177	0.01	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	NA
22be9a2fefb749d9f8d412eddf09cb42	1	0	1	0.27144835701531844	0.005	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	NA
e9c03a0cee264f943955e1a938bf8748	0	1	2	0.7658327978664417	0.005	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Atopobium	s__uncultured_bacterium
379622fdc2140f296234714bf0cee909	1	0	1	0.48252842565421805	0.005	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	NA
797f79d46563337e49d281473cb87330	1	0	1	0.35540932665545544	0.005	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Promicromonosporaceae	g__Cellulosimicrobium	NA
f2375ff0873427bc6b33787296adb456	1	0	1	0.3288082715324874	0.005	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Sanguibacteraceae	g__Sanguibacter	NA
ca93efba65827f76e9d350c1802b7191	1	0	1	0.38388594797495723	0.005	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Agromyces	NA
daca22c8e30448b1e73c28012ec1f9f9	0	1	2	0.711627544585673	0.005	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Schaalia_odontolytica
cfb55c2c202dafd8dbed62b20d9d1005	0	1	2	0.4903053964540496	0.005	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	NA
1aed0d0c0984b7e8b5b1419796ee9ec2	0	1	2	0.2967591831083694	0.01	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	NA
1f0f957ad27fae656b120d10c8b985f8	0	1	2	0.5522712702162795	0.005	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Actinomyces_graevenitzii
c59290691dc1339b746d6847c6ccafa6	0	1	2	0.369669905055087	0.015	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Rothia	NA
9933d44ed7a3ad404547b539c075d67f	0	1	2	0.5349773749319137	0.01	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Rothia	s__Rothia_mucilaginosa
d37bd99627faabe78b4765987a9dcd22	0	1	2	0.4429891976213564	0.01	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Rothia	NA
31f8b81d2378225a5d9e2476be39c14f	0	1	2	0.49812457910917124	0.015	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Rothia	NA
d569a6c0b0b255be614f3e7a0c2d9949	1	0	1	0.3931642180641656	0.005	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Micrococcus	NA
29f33337473691a82d4a2b40f2851bfe	1	0	1	0.20519567041703082	0.04	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	NA
0526912b7b8d6d084b7413b98e69b800	1	0	1	0.47435493415913726	0.005	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	NA
4a4fb7ed3e86fa68603e8de2805bc791	1	0	1	0.26201598755700106	0.025	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	NA
92d3542a750482eebf867a83e3ea6b25	1	0	1	0.44639997744627313	0.005	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	NA
c914a327141f145cd17a4da16807b5b4	1	0	1	0.7909429006524386	0.005	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__Corynebacterium_tuberculostearicum
3d1e9e4aaa4ba7b37d629075da2b2261	1	0	1	0.5934127911738347	0.005	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	NA
ff0102901315165764e4643d62b21c8a	1	0	1	0.729082126732293	0.005	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Lawsonella	s__uncultured_bacterium
0e1e84c8cbd681efc727609cd601416f	0	1	2	0.43050115929054783	0.005	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	NA
388b35be5f3e0a17d727af54fa888444	0	1	2	0.4267569901485336	0.005	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	NA
000b37145cea7fe6260b2e14de4a831b	0	1	2	0.2952679527689249	0.005	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	NA
ef48c2141c1cde64a6d42214d145fd4c	0	1	2	0.2749736904848238	0.035	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Veillonella	NA
e3fdf641df7ed4e4921bbce9163d4253	0	1	2	0.7587793163459666	0.005	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Veillonella	NA
b06d7543bb946676f10cccf61e86367a	0	1	2	0.336185646450418	0.03	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Veillonella	NA
66a9168611547cad16b048457bce6f68	0	1	2	0.5940248003697712	0.005	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Veillonella	NA
438e66e573b03f11e7981ae855076824	0	1	2	0.5509800218523065	0.005	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Veillonella	NA
65e76cec27ea011a1a037000bfee49d6	1	0	1	0.243584058471861	0.005	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Negativicoccus	s__Negativicoccus_succinicivorans
ea312287487b1c2f1f84e95479691894	1	0	1	0.22286981680488116	0.015	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	NA
f4d6db031a0f15df21bc83af185d8461	1	0	1	0.22941573387056177	0.02	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	NA
071cef27ae7c97cd6e62ab8e3d57f06e	1	0	1	0.22941573387056177	0.025	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	s__Treponema_sp.
d3989dedc1a5cfd7a84b93d2f4839770	1	0	1	0.20519567041703082	0.04	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus	s__Deinococcus_wulumuqiensis
7db234ecd033dcd365a28991cc516b4b	1	0	1	0.3737712817392015	0.02	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__[Eubacterium]_brachy_group	s__[Eubacterium]_brachy
a2ea6d04f644a640c2aa1424e68ab67b	1	0	1	0.22941573387056177	0.035	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Peptoanaerobacter	s__Peptoanaerobacter_stomatis
df977e6364811c4202b4ba0db94f536b	1	0	1	0.6675607516940396	0.005	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcales-Tissierellales	g__Finegoldia	NA
7811ef05bcdd5967e21bc8ef97774111	1	0	1	0.33666479015436834	0.005	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcales-Tissierellales	g__Anaerococcus	s__Anaerococcus_provencensis
c203a2c5a68bd79b5eb344ae8f4ca06f	1	0	1	0.591069680409514	0.005	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcales-Tissierellales	g__Anaerococcus	s__Anaerococcus_octavius
0268a447511fed4fc7d7a26e5f828466	1	0	1	0.3522412970635996	0.005	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcales-Tissierellales	g__Anaerococcus	NA
24f5dab3013ea47f5cde692461e0a0b5	1	0	1	0.5339365547949952	0.005	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcales-Tissierellales	g__Anaerococcus	NA
438892e62c0c514b650d80471a69d07f	1	0	1	0.2705438994481463	0.015	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcales-Tissierellales	g__Anaerococcus	NA
278203ab3d57687fb4fcc6a4bc9cc6c8	1	0	1	0.21580065627660186	0.03	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcales-Tissierellales	g__Anaerococcus	NA
277573c5f722efe91f65982103a915a8	1	0	1	0.20228277123303579	0.035	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcales-Tissierellales	g__Anaerococcus	s__Anaerococcus_prevotii
05ec8b02e121b4d5de9527cf3ea5139b	1	0	1	0.20519567041703082	0.01	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcales-Tissierellales	g__Peptoniphilus	s__Peptoniphilus_coxii
5ff600f206eca0a1f6370a9b7aadf5a0	1	0	1	0.20519567041703082	0.03	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcales-Tissierellales	g__Peptoniphilus	s__Peptoniphilus_lacrimalis
5823f3d3e4570e7967ed07787ac94383	1	0	1	0.6953589026052183	0.005	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcales-Tissierellales	g__Peptoniphilus	NA
54b3771424af92b6e19cb41f71b547c6	0	1	2	0.35248309799054617	0.035	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	NA
adddf1302b4208ca7db8d325986a40a0	1	0	1	0.22941573387056177	0.01	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_iners
50af0db6d2c7a6e7e3fb4a97b353e465	0	1	2	0.5072708990672858	0.005	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	NA
e1f12d1f6ce57a4ce457061c6d48588f	0	1	2	0.23116036533933926	0.04	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_vaginalis
9dafa13bf743fa6731306908594d8d18	0	1	2	0.3592797945572073	0.005	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	NA
1572581d855f3da8a50bb3338df9a4d1	0	1	2	0.44443420675123013	0.01	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_fermentum
9a24a3c4da924bb75f08d98fe1d0d6e9	1	0	1	0.2670626470151381	0.02	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	NA
35efc3bc87325fc96f59e96fd4bc6176	0	1	2	0.31460479588862134	0.045	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	NA
f814add290db8a4f12bec2f341d4ea1b	0	1	2	0.41729445193903936	0.005	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_salivarius
9a5a854be4231545510eda2c2698d687	0	1	2	0.26727348960354197	0.025	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus_anginosus
f5e24373d0efca3af9ac8144bd214d27	0	1	2	0.2621112169983114	0.035	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	NA
737fe7741f053148ce997d6e2337c81a	1	0	1	0.20519567041703082	0.035	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	NA
72a59afacf59d8f739c96cf7c36e9f8d	1	0	1	0.20519567041703082	0.035	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Listeriaceae	g__Brochothrix	s__Brochothrix_thermosphacta
958d933fa3e25e0cd575e83d5edb16b7	1	0	1	0.5213223232929225	0.005	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	NA
1f7c659c8b0177670de6e477e8ca8761	1	0	1	0.35540932665545544	0.005	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	NA
